number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_gru_dropout,params_gru_num_layers,params_hidden_dim,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
639,0.7197895408163264,2026-04-22 19:52:40.157958,2026-04-22 19:52:49.991935,0 days 00:00:09.833977,block_16,0.20747876470505722,5,1024,7.509265046137216e-05,cosine,0.20312994445002241,1024,adam,0.005670269111121013,0.7197895408163264,,,,PRUNED
640,0.6905739795918368,2026-04-22 19:52:50.179982,2026-04-22 19:52:56.219163,0 days 00:00:06.039181,block_16,0.04008041603852455,3,256,4.719268153229822e-05,constant,0.20129948486504018,512,adamw,0.0014705135967431205,0.6905739795918368,,,,PRUNED
641,0.9139158163265306,2026-04-22 19:52:56.361639,2026-04-22 19:53:25.133365,0 days 00:00:28.771726,block_12,0.13584330904987635,5,256,0.0002033212476174562,cosine,0.08189116894677606,1024,adamw,0.002644576489151359,0.9139158163265306,,,,PRUNED
642,0.8007142857142857,2026-04-22 19:53:25.263037,2026-04-22 19:53:35.196784,0 days 00:00:09.933747,block_20,0.38790130373062537,5,1024,1.166745619489716e-05,constant,0.11369504013829568,512,adamw,0.009718916059716807,0.8007142857142857,,,,PRUNED
643,0.8291836734693877,2026-04-22 19:53:35.392009,2026-04-22 19:55:01.463559,0 days 00:01:26.071550,pre_proj,0.17886763289449426,3,1024,0.00044891092461250744,constant,0.23611021389833403,512,adamw,0.0012623687252448564,0.8291836734693877,,,,PRUNED
644,0.5,2026-04-22 19:55:01.624916,2026-04-22 19:55:30.663928,0 days 00:00:29.039012,block_16,0.08719871988249402,5,256,0.000600445022882413,constant,0.2739526865495421,512,adam,0.003853322416817532,0.5,,,,PRUNED
645,0.7067602040816326,2026-04-22 19:55:30.817772,2026-04-22 19:55:36.904915,0 days 00:00:06.087143,block_12,0.37846148843569477,4,256,0.0021467103745867553,cosine,0.3168519248911151,512,adamw,0.0013881990606706474,0.7067602040816326,,,,PRUNED
646,0.9338265306122449,2026-04-22 19:55:37.044473,2026-04-22 19:56:06.064085,0 days 00:00:29.019612,block_16,0.12374617491994444,2,512,0.002733299861151243,constant,0.18032494080873107,512,adamw,0.0006425304347377667,0.9147193877551021,0.9338265306122449,,,PRUNED
647,0.8742984693877551,2026-04-22 19:56:06.234390,2026-04-22 19:56:17.997195,0 days 00:00:11.762805,block_12,0.16292447346906147,2,256,0.0012499700772310564,cosine,0.09754273687314875,512,adam,0.0030181668106297192,0.8742984693877551,,,,PRUNED
648,0.8045089285714285,2026-04-22 19:56:18.117829,2026-04-22 19:56:24.149181,0 days 00:00:06.031352,block_12,0.2855940697401952,2,512,6.138295882624506e-05,constant,0.1272469066099869,512,adamw,0.0011939734324677125,0.8045089285714285,,,,PRUNED
649,0.948890306122449,2026-04-22 19:56:24.291602,2026-04-22 19:58:21.972536,0 days 00:01:57.680934,block_16,0.1406942624436628,3,512,0.0005324112864483555,constant,0.27591940669299864,512,adamw,0.0010684025578584066,0.9394005102040817,0.9509183673469388,,,COMPLETE
650,0.9106122448979592,2026-04-22 19:58:22.105025,2026-04-22 19:58:33.744659,0 days 00:00:11.639634,block_16,0.009973045205850989,4,256,0.00031944892941218,constant,0.318818257141089,1024,adamw,0.006999486204754452,0.9106122448979592,,,,PRUNED
651,0.913545918367347,2026-04-22 19:58:33.889374,2026-04-22 19:58:45.943221,0 days 00:00:12.053847,block_16,0.2058661469665194,4,512,0.0006845161940182268,constant,0.38317574873709115,512,adamw,0.0009792271898371196,0.913545918367347,,,,PRUNED
652,0.9514158163265306,2026-04-22 19:58:46.081685,2026-04-22 20:00:07.006406,0 days 00:01:20.924721,block_16,0.19313451563768197,3,512,0.00040834614824235825,constant,0.2843763690771467,512,adamw,0.0005332311781260022,0.9048852040816326,0.9300127551020408,0.9418877551020408,0.9514158163265306,PRUNED
653,0.9361224489795918,2026-04-22 20:00:07.146462,2026-04-22 20:01:34.585102,0 days 00:01:27.438640,block_12,0.15568454059386058,3,1024,7.187027229759685e-05,cosine,0.29500834795182257,256,adamw,0.009158229892657844,0.9361224489795918,,,,PRUNED
654,0.9448469387755103,2026-04-22 20:01:34.752042,2026-04-22 20:02:56.655545,0 days 00:01:21.903503,block_16,0.3657828228846106,2,1024,0.00018871536655416885,cosine,0.18731955307371412,512,adamw,0.0028546685171636503,0.934438775510204,0.9448469387755103,,,PRUNED
655,0.5829846938775509,2026-04-22 20:02:56.811084,2026-04-22 20:03:03.219174,0 days 00:00:06.408090,block_20,0.31522695712030474,2,1024,0.0028049932939237837,cosine,0.15693157631938398,512,adamw,0.0015618851310975905,0.5829846938775509,,,,PRUNED
656,0.8329336734693878,2026-04-22 20:03:03.386635,2026-04-22 20:03:09.606557,0 days 00:00:06.219922,block_16,0.3763095023454053,3,512,0.00016026238827627942,constant,0.39636349955092887,256,adamw,0.0035676562023084827,0.8329336734693878,,,,PRUNED
657,0.8288137755102041,2026-04-22 20:03:09.760281,2026-04-22 20:03:21.689726,0 days 00:00:11.929445,pre_proj,0.26982659017212807,2,512,7.53030383933887e-05,constant,0.03311349445821965,1024,adam,0.0018105354415983337,0.8288137755102041,,,,PRUNED
658,0.8488775510204082,2026-04-22 20:03:21.837458,2026-04-22 20:03:27.939783,0 days 00:00:06.102325,block_16,0.18840394950768002,5,256,0.00024400323836677742,cosine,0.29040038869572016,512,adamw,0.009815975525239322,0.8488775510204082,,,,PRUNED
659,0.9274872448979592,2026-04-22 20:03:28.067388,2026-04-22 20:03:57.468967,0 days 00:00:29.401579,block_20,0.1050716338288287,3,512,0.000695772802953513,cosine,0.08951665134368586,256,adam,0.0024583213918565614,0.9207397959183673,0.9274872448979592,,,PRUNED
660,0.8162372448979592,2026-04-22 20:03:57.605065,2026-04-22 20:04:03.845645,0 days 00:00:06.240580,block_16,0.12871481105428012,4,512,0.00013080552286945434,constant,0.19184419824817703,512,adamw,0.0026513473459725927,0.8162372448979592,,,,PRUNED
661,0.9128826530612244,2026-04-22 20:04:03.995162,2026-04-22 20:04:15.836048,0 days 00:00:11.840886,block_16,0.2810440095762858,2,512,0.0003266314604119359,constant,0.3084290951348083,1024,adamw,0.0021735169827857377,0.8865306122448979,0.9128826530612244,,,PRUNED
662,0.9491836734693877,2026-04-22 20:04:15.978344,2026-04-22 20:06:14.751055,0 days 00:01:58.772711,block_16,0.19084001120612112,2,1024,0.000349608003368259,constant,0.188041007442037,512,adamw,0.0016582742737701285,0.9333673469387755,0.9494642857142856,,,COMPLETE
663,0.8686479591836735,2026-04-22 20:06:14.884154,2026-04-22 20:06:21.303023,0 days 00:00:06.418869,block_12,0.3589411330465763,2,1024,0.0007564928047168799,constant,0.1743697905470538,512,adamw,0.0018308851960190616,0.8686479591836735,,,,PRUNED
664,0.9209566326530613,2026-04-22 20:06:21.456384,2026-04-22 20:06:33.774918,0 days 00:00:12.318534,block_16,0.2281611828357382,2,1024,0.0001850174620514544,constant,0.14820677797791848,512,adamw,0.0017911941521619287,0.8834311224489796,0.9209566326530613,,,PRUNED
665,0.7881186224489796,2026-04-22 20:06:33.917209,2026-04-22 20:06:39.966019,0 days 00:00:06.048810,block_16,0.010090712300741475,2,512,0.00031405661774826845,cosine,0.21046062874408678,512,adam,0.005788988521531646,0.7881186224489796,,,,PRUNED
666,0.9073852040816326,2026-04-22 20:06:40.101218,2026-04-22 20:06:51.967813,0 days 00:00:11.866595,block_16,0.26510453529038197,3,512,0.0008649623106047261,constant,0.2190525310108608,256,adamw,0.003842007102317907,0.8803698979591836,0.9073852040816326,,,PRUNED
667,0.7535969387755103,2026-04-22 20:06:52.102297,2026-04-22 20:06:58.535458,0 days 00:00:06.433161,block_12,0.02832941583595877,2,1024,8.820316248088623e-05,cosine,0.18568113595865673,1024,adam,0.009463255692810434,0.7535969387755103,,,,PRUNED
668,0.8965561224489796,2026-04-22 20:06:58.695684,2026-04-22 20:07:10.857114,0 days 00:00:12.161430,block_16,0.15786083690634609,2,1024,7.102201283761924e-05,constant,0.30312593752635614,512,adamw,0.0024258088199323176,0.8965561224489796,,,,PRUNED
669,0.8068494897959183,2026-04-22 20:07:11.006057,2026-04-22 20:07:17.074237,0 days 00:00:06.068180,block_12,0.3208948034415821,2,512,0.00010765390739791304,constant,0.3915543299922798,1024,adamw,0.005652741305259495,0.8068494897959183,,,,PRUNED
670,0.9134566326530612,2026-04-22 20:07:17.195681,2026-04-22 20:07:29.326949,0 days 00:00:12.131268,block_16,0.12951911010632713,2,1024,0.00030016413403393674,constant,0.264539149553211,256,adamw,0.0012008057117247738,0.899170918367347,0.9134566326530612,,,PRUNED
671,0.9319260204081633,2026-04-22 20:07:29.476755,2026-04-22 20:07:59.176852,0 days 00:00:29.700097,block_16,0.20042325685365708,2,1024,0.0005027429008683882,constant,0.2751619255812321,512,adamw,0.0009442745297212193,0.9004209183673471,0.9266581632653061,0.9319260204081633,,PRUNED
672,0.7399362244897958,2026-04-22 20:07:59.313942,2026-04-22 20:08:11.252024,0 days 00:00:11.938082,block_20,0.2693083935771742,2,512,2.221757718464435e-05,cosine,0.2338542025324137,512,adam,0.007852647008533836,0.7399362244897958,,,,PRUNED
673,0.923265306122449,2026-04-22 20:08:11.398115,2026-04-22 20:08:23.762923,0 days 00:00:12.364808,block_16,0.046618793703035954,2,1024,0.00025302661592643865,constant,0.11995133333512129,512,adamw,0.0018793548605099478,0.8796428571428572,0.923265306122449,,,PRUNED
674,0.5,2026-04-22 20:08:23.905346,2026-04-22 20:09:51.481634,0 days 00:01:27.576288,block_16,0.1506606849764243,3,1024,0.00036824001955702704,constant,0.23524710346609976,512,adam,0.0030107295132713063,0.5,,,,PRUNED
675,0.9127423469387755,2026-04-22 20:09:51.635530,2026-04-22 20:10:04.631474,0 days 00:00:12.995944,block_16,0.12613703626453288,3,1024,0.0006076817081763315,constant,0.17898892291922336,512,adamw,0.001980406710761936,0.9127423469387755,,,,PRUNED
676,0.3749808673469388,2026-04-22 20:10:04.802021,2026-04-22 20:10:14.659189,0 days 00:00:09.857168,block_20,0.21342400746884138,5,1024,0.0003755152965963833,constant,0.17535127585343777,1024,adam,0.0025890113123548104,0.3749808673469388,,,,PRUNED
677,0.939936224489796,2026-04-22 20:10:14.856439,2026-04-22 20:10:44.125446,0 days 00:00:29.269007,block_16,0.10219109896055317,3,512,0.0005622965288552166,constant,0.2646740277278313,512,adamw,0.0019075299278624868,0.8866198979591836,0.9275637755102041,0.939936224489796,,PRUNED
678,0.626218112244898,2026-04-22 20:10:44.263266,2026-04-22 20:10:50.386716,0 days 00:00:06.123450,pre_proj,0.2861541871725384,2,256,1.639258758967773e-05,constant,0.3016153886921823,256,adamw,0.0005091959499841355,0.626218112244898,,,,PRUNED
679,0.6596364795918367,2026-04-22 20:10:50.552927,2026-04-22 20:10:56.775337,0 days 00:00:06.222410,pre_proj,0.32475783099958533,3,512,0.004387030004388334,constant,0.2662662238574577,512,adamw,0.0034711060015680576,0.6596364795918367,,,,PRUNED
680,0.8696301020408164,2026-04-22 20:10:56.908843,2026-04-22 20:11:03.100192,0 days 00:00:06.191349,block_16,0.16247852796447537,3,512,0.0018112555306793224,constant,0.28221185757714684,512,adamw,0.0011023687362064032,0.8696301020408164,,,,PRUNED
681,0.7662117346938775,2026-04-22 20:11:03.238512,2026-04-22 20:12:24.419109,0 days 00:01:21.180597,pre_proj,0.13296964002262296,3,256,2.3463887880423886e-05,cosine,0.2704192292569692,1024,adam,0.00927452532070799,0.7662117346938775,,,,PRUNED
682,0.9504336734693878,2026-04-22 20:12:24.556448,2026-04-22 20:13:45.560478,0 days 00:01:21.004030,block_16,0.31134860551869903,3,512,0.0001611371337145149,constant,0.17639763789857377,512,adamw,0.0010811077644505493,0.921530612244898,0.939936224489796,0.9504336734693878,,PRUNED
683,0.9257908163265307,2026-04-22 20:13:45.686279,2026-04-22 20:14:14.874515,0 days 00:00:29.188236,block_16,0.38818867305494675,2,512,6.488104917107013e-05,constant,0.26868322939945877,1024,adamw,0.0015008811828743475,0.9257908163265307,,,,PRUNED
684,0.9208801020408164,2026-04-22 20:14:15.000481,2026-04-22 20:14:26.888977,0 days 00:00:11.888496,block_16,0.11757384200550851,3,256,0.0010610232230259026,constant,0.3118173572519104,512,adamw,0.0006836893825428523,0.9055484693877551,0.9208801020408164,,,PRUNED
685,0.9205612244897958,2026-04-22 20:14:27.020480,2026-04-22 20:14:56.511574,0 days 00:00:29.491094,block_12,0.15668291966227146,3,512,0.0003586136111118048,constant,0.31998373590654494,512,adamw,0.0013878289362199052,0.9205612244897958,,,,PRUNED
686,0.8229336734693878,2026-04-22 20:14:56.635690,2026-04-22 20:15:02.727603,0 days 00:00:06.091913,pre_proj,0.19466566882895137,2,512,0.00015264379619561795,cosine,0.2490349800703254,512,adamw,0.0009390118160551231,0.8229336734693878,,,,PRUNED
687,0.9166964285714285,2026-04-22 20:15:02.854163,2026-04-22 20:15:14.839528,0 days 00:00:11.985365,block_20,0.11632684846921819,3,512,0.00021045244558589625,constant,0.3093079588251988,1024,adamw,0.0008543454583951779,0.8791071428571428,0.9166964285714285,,,PRUNED
688,0.9390178571428571,2026-04-22 20:15:14.982112,2026-04-22 20:15:44.565275,0 days 00:00:29.583163,block_16,0.08861878043141483,3,512,0.0008029499882114603,constant,0.3134415948392568,512,adamw,0.000893947518388827,0.8894132653061224,0.9270918367346939,0.9390178571428571,,PRUNED
689,0.8955994897959184,2026-04-22 20:15:44.699015,2026-04-22 20:15:56.561448,0 days 00:00:11.862433,block_12,0.2699750469763288,2,256,0.0003482046640705009,constant,0.30400557638067865,512,adamw,0.00051092447835032,0.8955994897959184,,,,PRUNED
690,0.7196364795918366,2026-04-22 20:15:56.711650,2026-04-22 20:16:06.880310,0 days 00:00:10.168660,block_12,0.006152698439793103,5,1024,0.0006314019683232202,constant,0.3201362291646043,1024,adam,0.0016553431572481,0.7196364795918366,,,,PRUNED
691,0.9324617346938776,2026-04-22 20:16:07.089559,2026-04-22 20:16:36.453919,0 days 00:00:29.364360,block_16,0.18524009797647828,2,1024,0.0005839820113088961,constant,0.2714196986639258,512,adamw,0.0025741241079965467,0.9277423469387754,0.9324617346938776,,,PRUNED
692,0.9350255102040816,2026-04-22 20:16:36.596548,2026-04-22 20:17:05.271082,0 days 00:00:28.674534,block_16,0.30537471315516795,2,512,0.00035236699738509,constant,0.3833651110336179,256,adamw,0.0011659920392635007,0.9198086734693878,0.9350255102040816,,,PRUNED
693,0.9437627551020408,2026-04-22 20:17:05.390890,2026-04-22 20:18:24.926678,0 days 00:01:19.535788,block_16,0.33066212769618825,3,256,0.0007701661278458052,cosine,0.23676049422337697,512,adamw,0.001358545865785546,0.9437627551020408,,,,PRUNED
694,0.5724234693877552,2026-04-22 20:18:25.048781,2026-04-22 20:18:31.228408,0 days 00:00:06.179627,block_16,0.016528044823290212,3,512,0.004125574465655158,constant,0.12674372984307386,512,adamw,0.0017820288305108478,0.5724234693877552,,,,PRUNED
695,0.6427933673469388,2026-04-22 20:18:31.357141,2026-04-22 20:19:02.326684,0 days 00:00:30.969543,block_12,0.39023127392256124,3,1024,0.0018495729057494963,constant,0.326612843397867,512,adamw,0.004490078413885421,0.6427933673469388,,,,PRUNED
696,0.8194770408163264,2026-04-22 20:19:02.484297,2026-04-22 20:19:08.677259,0 days 00:00:06.192962,block_20,0.2277850229232227,3,512,3.4930769393518954e-05,cosine,0.36910309617677384,512,adamw,0.0017956092947852276,0.8194770408163264,,,,PRUNED
697,0.9233673469387755,2026-04-22 20:19:08.806793,2026-04-22 20:19:20.884709,0 days 00:00:12.077916,block_20,0.1464079527458003,2,1024,0.00010928541905000792,constant,0.2528842998480546,512,adamw,0.001991010806942264,0.8796045918367347,0.9233673469387755,,,PRUNED
698,0.8323086734693879,2026-04-22 20:19:21.028804,2026-04-22 20:19:27.200880,0 days 00:00:06.172076,block_16,0.22410606301602456,2,512,0.0001598337699060983,constant,0.11495699301511228,512,adamw,0.002192556338537413,0.8323086734693879,,,,PRUNED
699,0.8611224489795919,2026-04-22 20:19:27.328726,2026-04-22 20:19:38.951376,0 days 00:00:11.622650,pre_proj,0.014903965473707918,2,256,0.000549304415792854,cosine,0.14038245485969836,512,adam,0.004544120904136676,0.8611224489795919,,,,PRUNED
700,0.6675127551020408,2026-04-22 20:19:39.087953,2026-04-22 20:19:45.044889,0 days 00:00:05.956936,block_20,0.27802449797452844,2,512,3.195855482399811e-05,constant,0.12572818822872311,1024,adam,0.007223533220098638,0.6675127551020408,,,,PRUNED
701,0.7061160714285714,2026-04-22 20:19:45.180594,2026-04-22 20:19:51.237268,0 days 00:00:06.056674,block_16,0.27662225614261354,3,512,2.812620535946912e-05,constant,0.3001902348106706,512,adamw,0.0009846473991399762,0.7061160714285714,,,,PRUNED
702,0.9112244897959184,2026-04-22 20:19:51.366434,2026-04-22 20:20:03.169225,0 days 00:00:11.802791,block_16,0.2163793907158264,2,512,0.0007968613721856138,cosine,0.1487793798887593,512,adam,0.0027575792453621724,0.9112244897959184,,,,PRUNED
703,0.9286734693877551,2026-04-22 20:20:03.301150,2026-04-22 20:20:40.322696,0 days 00:00:37.021546,block_20,0.2530857259577103,4,1024,0.00034749293234675067,constant,0.29619762429711083,256,adamw,0.00935849094020844,0.9165433673469388,0.9286734693877551,,,PRUNED
704,0.9467857142857142,2026-04-22 20:20:40.508829,2026-04-22 20:22:36.043891,0 days 00:01:55.535062,block_16,0.15158595563754668,3,512,0.0005688176805430867,constant,0.2698455989850694,512,adamw,0.001419585260278138,0.9388392857142858,0.952091836734694,,,COMPLETE
705,0.7081505102040816,2026-04-22 20:22:36.169557,2026-04-22 20:22:47.864742,0 days 00:00:11.695185,block_16,0.03735980044246209,3,512,0.0015329346777268685,constant,0.20946713549118837,512,adamw,0.0008435364998681483,0.7081505102040816,,,,PRUNED
706,0.9456632653061225,2026-04-22 20:22:48.003461,2026-04-22 20:24:43.364164,0 days 00:01:55.360703,block_16,0.22752955456436547,3,512,0.0005168088570625735,constant,0.16874396317774926,512,adamw,0.006030688374876435,0.8912499999999999,0.9283673469387755,0.9408545918367347,0.9523979591836734,COMPLETE
707,0.7546683673469388,2026-04-22 20:24:43.501158,2026-04-22 20:24:49.725822,0 days 00:00:06.224664,block_16,0.33658517448157166,4,512,0.0011572307985315711,constant,0.274183380085117,512,adamw,0.0007542101233729752,0.7546683673469388,,,,PRUNED
708,0.8696811224489797,2026-04-22 20:24:49.862616,2026-04-22 20:24:55.985992,0 days 00:00:06.123376,block_16,0.1032151166728236,3,512,0.0005648200611520303,constant,0.1638966193383915,512,adamw,0.0018903824673427733,0.8696811224489797,,,,PRUNED
709,0.9292474489795919,2026-04-22 20:24:56.106465,2026-04-22 20:25:24.902502,0 days 00:00:28.796037,block_20,0.09235522968748087,5,256,0.00013153016870068036,cosine,0.12577314521928196,512,adamw,0.0017691429586857508,0.9292474489795919,,,,PRUNED
710,0.9281505102040817,2026-04-22 20:25:25.038720,2026-04-22 20:25:53.989490,0 days 00:00:28.950770,block_16,0.3639150590703404,2,1024,0.0008051812512983906,constant,0.12599182039330037,512,adamw,0.0010066092021906838,0.9281505102040817,,,,PRUNED
711,0.8736224489795918,2026-04-22 20:25:54.133431,2026-04-22 20:26:09.497325,0 days 00:00:15.363894,pre_proj,0.32468027018881135,4,1024,0.00011511562776590715,cosine,0.14029202644585634,256,adamw,0.0036482609200221916,0.8736224489795918,,,,PRUNED
712,0.8675637755102041,2026-04-22 20:26:09.663008,2026-04-22 20:26:15.812815,0 days 00:00:06.149807,block_16,0.22276818206164628,3,512,0.00019581549004981063,constant,0.27165080282766557,512,adamw,0.0015160101588799796,0.8675637755102041,,,,PRUNED
713,0.8410331632653061,2026-04-22 20:26:15.941909,2026-04-22 20:26:21.798731,0 days 00:00:05.856822,pre_proj,0.27037650427423454,2,256,0.0005360091666195128,cosine,0.01113354246966497,1024,adam,0.0014723875786230639,0.8410331632653061,,,,PRUNED
714,0.8882142857142857,2026-04-22 20:26:21.927718,2026-04-22 20:26:58.889443,0 days 00:00:36.961725,pre_proj,0.09646188223875232,4,1024,0.0003198824732275824,cosine,0.35386503097186106,1024,adamw,0.0028653923273545103,0.8882142857142857,,,,PRUNED
715,0.9111479591836735,2026-04-22 20:26:59.069546,2026-04-22 20:27:10.908497,0 days 00:00:11.838951,block_16,0.18303855915783818,4,512,0.0013792985198830437,constant,0.1552915592274764,1024,adamw,0.0027063903841606537,0.9111479591836735,,,,PRUNED
716,0.9201275510204081,2026-04-22 20:27:11.046437,2026-04-22 20:27:22.931235,0 days 00:00:11.884798,block_16,0.1922044722239578,3,512,0.0005748079017398344,constant,0.2768106363529617,256,adamw,0.0006778667876665398,0.9022066326530613,0.9201275510204081,,,PRUNED
717,0.8855357142857143,2026-04-22 20:27:23.079373,2026-04-22 20:28:48.606873,0 days 00:01:25.527500,pre_proj,0.365936402212941,3,1024,0.00010292531309597595,constant,0.007692916791127019,512,adam,0.0024250310751851812,0.8855357142857143,,,,PRUNED
718,0.6971938775510204,2026-04-22 20:28:48.757395,2026-04-22 20:28:54.882794,0 days 00:00:06.125399,block_12,0.07185347451036136,3,512,4.099164088979409e-05,constant,0.015070175425527521,1024,adam,0.0052907950205462895,0.6971938775510204,,,,PRUNED
719,0.8119387755102041,2026-04-22 20:28:55.014453,2026-04-22 20:29:23.811667,0 days 00:00:28.797214,block_12,0.305854282715304,2,256,2.819086746145216e-05,cosine,0.34502556825749353,512,adam,0.000562308868991992,0.8119387755102041,,,,PRUNED
720,0.8018494897959184,2026-04-22 20:29:23.940507,2026-04-22 20:29:30.335507,0 days 00:00:06.395000,block_12,0.3107883283632937,2,1024,0.0001632045261585666,constant,0.14362630245138164,512,adam,0.0006374127162875788,0.8018494897959184,,,,PRUNED
721,0.9126658163265307,2026-04-22 20:29:30.487733,2026-04-22 20:29:43.348501,0 days 00:00:12.860768,block_16,0.1693098755930651,3,1024,0.0005171974045523894,constant,0.2068580146935258,512,adam,0.0007011468053347947,0.9126658163265307,,,,PRUNED
722,0.5585650510204082,2026-04-22 20:29:43.509250,2026-04-22 20:29:50.342374,0 days 00:00:06.833124,block_20,0.1472222923846655,3,1024,0.0032768289781328164,constant,0.21390088771534607,512,adamw,0.0013678620739095196,0.5585650510204082,,,,PRUNED
723,0.9479974489795917,2026-04-22 20:29:50.515420,2026-04-22 20:31:45.960358,0 days 00:01:55.444938,block_16,0.31805524452132194,3,512,0.0008603380626016571,constant,0.23813546134489508,512,adamw,0.00560293098700978,0.9391454081632653,0.9502168367346939,,,COMPLETE
724,0.8242219387755103,2026-04-22 20:31:46.083227,2026-04-22 20:31:52.312601,0 days 00:00:06.229374,pre_proj,0.3569244709358107,5,512,0.00012925999213397508,cosine,0.07626206183860901,512,adamw,0.00802907528695722,0.8242219387755103,,,,PRUNED
725,0.7429719387755102,2026-04-22 20:31:52.450633,2026-04-22 20:31:58.544699,0 days 00:00:06.094066,block_16,0.26557853650996044,3,512,0.004431530229837063,constant,0.0013493255837017937,512,adam,0.005763413386135148,0.7429719387755102,,,,PRUNED
726,0.7776147959183674,2026-04-22 20:31:58.665510,2026-04-22 20:32:04.760609,0 days 00:00:06.095099,block_16,0.39700299408097434,3,512,5.9703190474046794e-05,constant,0.34527029160398653,256,adamw,0.001302773968429739,0.7776147959183674,,,,PRUNED
727,0.5197895408163264,2026-04-22 20:32:04.894053,2026-04-22 20:32:10.919463,0 days 00:00:06.025410,block_16,0.1337035782898418,3,512,0.0024556456138247187,constant,0.29866257048672906,1024,adamw,0.0014163109191101246,0.5197895408163264,,,,PRUNED
728,0.7818494897959183,2026-04-22 20:32:11.039682,2026-04-22 20:32:17.483823,0 days 00:00:06.444141,block_16,0.31398556257308413,2,1024,4.468143886260517e-05,cosine,0.35589115385493364,512,adam,0.001204633662166237,0.7818494897959183,,,,PRUNED
729,0.9224362244897959,2026-04-22 20:32:17.628760,2026-04-22 20:32:29.307846,0 days 00:00:11.679086,block_16,0.25355002676726035,2,512,0.0003891341834672586,constant,0.1671002110130727,512,adamw,0.0006235139213023263,0.8973341836734694,0.9224362244897959,,,PRUNED
730,0.5,2026-04-22 20:32:29.436716,2026-04-22 20:33:48.600886,0 days 00:01:19.164170,block_12,0.09615975603618827,3,512,0.00073493633473752,cosine,0.11303391155080061,1024,adam,0.0068105707622355665,0.5,,,,PRUNED
731,0.9475637755102041,2026-04-22 20:33:48.736324,2026-04-22 20:35:44.101055,0 days 00:01:55.364731,block_16,0.3975237544095135,3,512,0.00202399551129122,constant,0.3800906814700207,512,adamw,0.003464199227438737,0.9477678571428572,,,,COMPLETE
732,0.8682780612244897,2026-04-22 20:35:44.225825,2026-04-22 20:35:50.117360,0 days 00:00:05.891535,block_16,0.35716209765144147,2,256,0.003832991824198642,constant,0.3373440813602668,1024,adamw,0.006442367942021935,0.8682780612244897,,,,PRUNED
733,0.8416964285714287,2026-04-22 20:35:50.237532,2026-04-22 20:35:56.247527,0 days 00:00:06.009995,block_12,0.08562221519850616,3,512,0.00017981396550834541,constant,0.1492404663705258,512,adamw,0.002878270315899509,0.8416964285714287,,,,PRUNED
734,0.869732142857143,2026-04-22 20:35:56.376076,2026-04-22 20:36:02.501601,0 days 00:00:06.125525,block_16,0.09495536423165762,3,512,0.0002076079565627712,constant,0.23595668934240344,512,adamw,0.00143912424792709,0.869732142857143,,,,PRUNED
735,0.8398086734693877,2026-04-22 20:36:02.623839,2026-04-22 20:36:08.786840,0 days 00:00:06.163001,block_12,0.3263324011857788,3,512,0.0001978684056452471,cosine,0.2528838778747287,256,adamw,0.0010281493806977978,0.8398086734693877,,,,PRUNED
736,0.572844387755102,2026-04-22 20:36:08.919862,2026-04-22 20:36:15.048580,0 days 00:00:06.128718,block_20,0.09629583870292523,3,256,2.9531202172323352e-05,constant,0.29944952387306145,512,adam,0.008218243843459185,0.572844387755102,,,,PRUNED
737,0.9231760204081633,2026-04-22 20:36:15.184514,2026-04-22 20:36:30.578083,0 days 00:00:15.393569,block_16,0.3511601526561904,4,1024,0.00030240791291144466,constant,0.34078651580267016,256,adamw,0.0014522066419314964,0.9009183673469389,0.9231760204081633,,,PRUNED
738,0.9325892857142857,2026-04-22 20:36:30.746214,2026-04-22 20:37:01.583171,0 days 00:00:30.836957,block_16,0.3626459644250811,3,1024,0.00014776996615285638,constant,0.17910397765134511,512,adamw,0.0063498567021147475,0.914298469387755,0.9325892857142857,,,PRUNED
739,0.8629464285714286,2026-04-22 20:37:01.742974,2026-04-22 20:37:07.830495,0 days 00:00:06.087521,block_16,0.39762807638591097,2,512,0.00022063135540652064,constant,0.34256838385280874,1024,adamw,0.0011660164363895256,0.8629464285714286,,,,PRUNED
740,0.9483673469387754,2026-04-22 20:37:07.969378,2026-04-22 20:39:05.300584,0 days 00:01:57.331206,block_16,0.26636769309422237,2,1024,0.0007519717317833495,cosine,0.04603483332375739,512,adam,0.0020913544216381056,0.9480484693877551,,,,COMPLETE
741,0.629655612244898,2026-04-22 20:39:05.421768,2026-04-22 20:39:12.311889,0 days 00:00:06.890121,block_16,0.2595438925412659,3,1024,0.002009186064679573,cosine,0.11012473213151992,512,adam,0.0010151108995277386,0.629655612244898,,,,PRUNED
742,0.8283737244897961,2026-04-22 20:39:12.469893,2026-04-22 20:39:18.857775,0 days 00:00:06.387882,block_16,0.23167001308399537,2,1024,0.0002955972557308011,cosine,0.00974424102263758,512,adam,0.0015797158600176137,0.8283737244897961,,,,PRUNED
