number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,state
430,0.864375,2026-04-21 15:04:23.393472,2026-04-21 15:04:40.301546,0 days 00:00:16.908074,block_12,0.023393853397334467,cosine_warmup,0.3715288621162681,1024,adamw,14.0,PRUNED
431,0.9111224489795918,2026-04-21 15:04:40.430704,2026-04-21 15:04:57.352940,0 days 00:00:16.922236,block_16,0.03570843954202265,constant,0.1750941238483726,2048,adamw,,PRUNED
432,0.9058290816326531,2026-04-21 15:04:57.493152,2026-04-21 15:05:14.390069,0 days 00:00:16.896917,block_16,0.017052361946203003,constant,0.3286477399490956,2048,adamw,,PRUNED
433,0.9246045918367346,2026-04-21 15:05:14.530878,2026-04-21 15:06:04.817718,0 days 00:00:50.286840,block_16,0.00832892965019986,constant,0.17975307571593027,2048,adamw,,PRUNED
434,0.9079209183673469,2026-04-21 15:06:04.984133,2026-04-21 15:06:21.938849,0 days 00:00:16.954716,block_16,0.07764836529830715,constant,0.2644330313360564,2048,adamw,,PRUNED
435,0.9102551020408164,2026-04-21 15:06:22.080795,2026-04-21 15:06:38.960641,0 days 00:00:16.879846,block_16,0.020424223135811492,constant,0.19730028838493222,2048,adamw,,PRUNED
436,0.8024489795918368,2026-04-21 15:06:39.101545,2026-04-21 15:06:56.078374,0 days 00:00:16.976829,pre_proj,0.024150187440384885,cosine_warmup,0.1488275729834666,512,adamw,11.0,PRUNED
437,0.8941198979591838,2026-04-21 15:06:56.226112,2026-04-21 15:07:13.125379,0 days 00:00:16.899267,block_16,0.0738780602068503,constant,0.11313084983141089,1024,adamw,,PRUNED
438,0.9255229591836734,2026-04-21 15:07:13.260897,2026-04-21 15:07:52.466678,0 days 00:00:39.205781,block_16,0.0152233289196948,constant,0.17188078068220825,2048,adamw,,PRUNED
439,0.9070408163265306,2026-04-21 15:07:52.617426,2026-04-21 15:08:09.531075,0 days 00:00:16.913649,block_16,0.03139595312144976,constant,0.134040383495031,512,adamw,,PRUNED
440,0.8847193877551021,2026-04-21 15:08:09.679933,2026-04-21 15:08:26.577402,0 days 00:00:16.897469,block_16,0.06912710493353372,constant,0.25381395233666815,1024,adamw,,PRUNED
441,0.8814795918367347,2026-04-21 15:08:26.717847,2026-04-21 15:08:43.642227,0 days 00:00:16.924380,block_16,0.045510734516773926,constant,0.30394420642043846,2048,adamw,,PRUNED
442,0.8610969387755101,2026-04-21 15:08:43.796261,2026-04-21 15:09:00.828883,0 days 00:00:17.032622,block_20,0.02056266523413652,constant,0.2775079068631235,2048,adamw,,PRUNED
443,0.9176530612244899,2026-04-21 15:09:00.991743,2026-04-21 15:09:26.321874,0 days 00:00:25.330131,block_16,0.009677573036904146,constant,0.23680622942358345,2048,adamw,,PRUNED
444,0.8731122448979591,2026-04-21 15:09:26.473240,2026-04-21 15:09:43.420397,0 days 00:00:16.947157,block_20,0.032657385698939355,cosine_warmup,0.07260437845714351,1024,adamw,5.0,PRUNED
445,0.815765306122449,2026-04-21 15:09:43.573753,2026-04-21 15:10:00.574492,0 days 00:00:17.000739,pre_proj,0.011077406998848993,constant,0.0029272220566716467,1024,adamw,,PRUNED
446,0.9067091836734694,2026-04-21 15:10:00.707005,2026-04-21 15:10:17.746477,0 days 00:00:17.039472,block_16,0.020423204766664725,constant,0.3032891377311752,2048,adamw,,PRUNED
447,0.8081250000000001,2026-04-21 15:10:17.898652,2026-04-21 15:10:35.000719,0 days 00:00:17.102067,pre_proj,0.05544613964399392,cosine_warmup,0.23070725844870266,2048,adamw,9.0,PRUNED
448,0.9066454081632652,2026-04-21 15:10:35.144822,2026-04-21 15:10:52.099544,0 days 00:00:16.954722,block_16,0.007241524933093179,constant,0.22006975684628438,512,adamw,,PRUNED
449,0.905982142857143,2026-04-21 15:10:52.233065,2026-04-21 15:11:09.107175,0 days 00:00:16.874110,block_16,0.035070670074519916,constant,0.11027327563534439,2048,adamw,,PRUNED
450,0.9053316326530613,2026-04-21 15:11:09.228039,2026-04-21 15:11:26.134533,0 days 00:00:16.906494,block_16,0.06414670329510908,cosine_warmup,0.24737318674089082,2048,adamw,12.0,PRUNED
451,0.917844387755102,2026-04-21 15:11:26.261943,2026-04-21 15:11:51.549151,0 days 00:00:25.287208,block_16,0.008202844672803085,constant,0.1953075348875569,2048,adamw,,PRUNED
452,0.9113010204081633,2026-04-21 15:11:51.682949,2026-04-21 15:12:08.601158,0 days 00:00:16.918209,block_16,0.012113445918701293,constant,0.3238260561750221,2048,adamw,,PRUNED
453,0.8936352040816328,2026-04-21 15:12:08.738696,2026-04-21 15:12:25.661929,0 days 00:00:16.923233,block_12,0.006578251322858845,constant,0.13016061191337203,2048,adamw,,PRUNED
454,0.8628698979591837,2026-04-21 15:12:25.804712,2026-04-21 15:12:42.766107,0 days 00:00:16.961395,block_20,0.03982086677251065,constant,0.031853724410231904,1024,adamw,,PRUNED
455,0.9108545918367347,2026-04-21 15:12:42.938782,2026-04-21 15:12:59.855776,0 days 00:00:16.916994,block_16,0.015211593402531873,constant,0.19629315521437107,2048,adamw,,PRUNED
456,0.9130484693877551,2026-04-21 15:13:00.008912,2026-04-21 15:13:22.512416,0 days 00:00:22.503504,block_16,0.006436043752318025,constant,0.1728790026594423,2048,adamw,,PRUNED
457,0.8780357142857143,2026-04-21 15:13:22.655875,2026-04-21 15:13:39.579165,0 days 00:00:16.923290,block_12,0.034314183262129656,cosine_warmup,0.1396528622830788,512,adamw,7.0,PRUNED
458,0.9136734693877551,2026-04-21 15:13:39.706316,2026-04-21 15:14:02.252113,0 days 00:00:22.545797,block_16,0.007629763539311727,constant,0.38494071729542223,2048,adamw,,PRUNED
459,0.917283163265306,2026-04-21 15:14:02.375368,2026-04-21 15:14:27.745676,0 days 00:00:25.370308,block_16,0.013099829385678854,constant,0.1564871430624159,2048,adamw,,PRUNED
460,0.8274999999999999,2026-04-21 15:14:27.900539,2026-04-21 15:14:44.988821,0 days 00:00:17.088282,pre_proj,0.006387301905454098,constant,0.22585195805383376,2048,adamw,,PRUNED
461,0.8845280612244899,2026-04-21 15:14:45.130639,2026-04-21 15:15:02.278313,0 days 00:00:17.147674,block_12,0.014788204890116419,constant,0.2846638725401442,2048,adamw,,PRUNED
462,0.8819897959183673,2026-04-21 15:15:02.424663,2026-04-21 15:15:19.476662,0 days 00:00:17.051999,block_12,0.048798333387052646,constant,0.1810536909644569,1024,adamw,,PRUNED
463,0.9071938775510204,2026-04-21 15:15:19.631256,2026-04-21 15:15:36.641247,0 days 00:00:17.009991,block_16,0.02841459025372381,constant,0.2541324382766998,2048,adamw,,PRUNED
464,0.8989795918367347,2026-04-21 15:15:36.794712,2026-04-21 15:15:53.740250,0 days 00:00:16.945538,block_16,0.0410364327891803,constant,0.15345447391819345,1024,adamw,,PRUNED
465,0.9224234693877551,2026-04-21 15:15:53.889047,2026-04-21 15:16:27.400197,0 days 00:00:33.511150,block_16,0.00824402092488266,constant,0.2650768880004863,2048,adamw,,PRUNED
466,0.8751913265306123,2026-04-21 15:16:27.543841,2026-04-21 15:16:44.845043,0 days 00:00:17.301202,block_20,0.06262743641217511,cosine_warmup,0.04445687813959334,2048,adamw,10.0,PRUNED
467,0.9074234693877551,2026-04-21 15:16:45.048419,2026-04-21 15:17:02.460054,0 days 00:00:17.411635,block_16,0.018797206009288664,constant,0.2587849837494822,512,adamw,,PRUNED
468,0.9043367346938775,2026-04-21 15:17:02.622581,2026-04-21 15:17:19.848512,0 days 00:00:17.225931,block_16,0.02409126922760983,constant,0.37236612882199194,2048,adamw,,PRUNED
469,0.9212882653061225,2026-04-21 15:17:20.002792,2026-04-21 15:17:54.059049,0 days 00:00:34.056257,block_16,0.006635723415471417,constant,0.07749356891410505,2048,adamw,,PRUNED
470,0.9052933673469388,2026-04-21 15:17:54.202619,2026-04-21 15:18:11.382647,0 days 00:00:17.180028,block_16,0.020136799008255636,cosine_warmup,0.22672780678784676,1024,adamw,4.0,PRUNED
471,0.915765306122449,2026-04-21 15:18:11.526559,2026-04-21 15:18:34.230372,0 days 00:00:22.703813,block_16,0.013625457696352051,constant,0.26138250680807396,2048,adamw,,PRUNED
472,0.9224872448979592,2026-04-21 15:18:34.370788,2026-04-21 15:19:08.390844,0 days 00:00:34.020056,block_16,0.008094747459982633,constant,0.15383010921415635,2048,adamw,,PRUNED
473,0.9023724489795919,2026-04-21 15:19:08.547845,2026-04-21 15:19:25.618416,0 days 00:00:17.070571,block_16,0.018871316153139316,cosine_warmup,0.3995732074163066,2048,adamw,6.0,PRUNED
474,0.9255229591836734,2026-04-21 15:19:25.760680,2026-04-21 15:20:16.554690,0 days 00:00:50.794010,block_16,0.010844032754520502,constant,0.20163874016211988,2048,adamw,,PRUNED
475,0.9038647959183673,2026-04-21 15:20:16.715002,2026-04-21 15:20:33.794887,0 days 00:00:17.079885,block_16,0.02635642170869069,constant,0.15768472006651543,2048,adamw,,PRUNED
476,0.8905229591836736,2026-04-21 15:20:33.961749,2026-04-21 15:20:50.986749,0 days 00:00:17.025000,block_16,0.09401198542949889,cosine_warmup,0.01899419436640773,2048,adamw,14.0,PRUNED
477,0.9037499999999999,2026-04-21 15:20:51.124127,2026-04-21 15:21:08.289404,0 days 00:00:17.165277,block_16,0.03622050446825343,constant,0.31055253216446227,2048,adamw,,PRUNED
478,0.8940051020408163,2026-04-21 15:21:08.450637,2026-04-21 15:21:25.598818,0 days 00:00:17.148181,block_16,0.04571318264712888,cosine_warmup,0.01027314954981981,512,adamw,8.0,PRUNED
479,0.9111989795918367,2026-04-21 15:21:25.737317,2026-04-21 15:21:42.900369,0 days 00:00:17.163052,block_16,0.015270816528854215,constant,0.3623498124855479,2048,adamw,,PRUNED
480,0.9149234693877552,2026-04-21 15:21:43.073261,2026-04-21 15:22:05.896301,0 days 00:00:22.823040,block_16,0.005721900190140552,constant,0.22446567117263888,2048,adamw,,PRUNED
481,0.9075127551020408,2026-04-21 15:22:06.044532,2026-04-21 15:22:23.320359,0 days 00:00:17.275827,block_16,0.020178469532036884,constant,0.2678204434087616,2048,adamw,,PRUNED
482,0.9181632653061225,2026-04-21 15:22:23.454017,2026-04-21 15:22:49.050518,0 days 00:00:25.596501,block_16,0.012500682363372588,constant,0.1910764621853439,2048,adamw,,PRUNED
483,0.9176913265306121,2026-04-21 15:22:49.191567,2026-04-21 15:23:14.791594,0 days 00:00:25.600027,block_16,0.010623094572899767,constant,0.11995847330299991,2048,adamw,,PRUNED
484,0.909030612244898,2026-04-21 15:23:14.930426,2026-04-21 15:23:32.267851,0 days 00:00:17.337425,block_16,0.02132048440712416,constant,0.19081508364765604,2048,adamw,,PRUNED
485,0.915905612244898,2026-04-21 15:23:32.422796,2026-04-21 15:23:55.214074,0 days 00:00:22.791278,block_16,0.01031982651600112,constant,0.27344475105491356,2048,adamw,,PRUNED
486,0.9006377551020408,2026-04-21 15:23:55.371696,2026-04-21 15:24:12.443840,0 days 00:00:17.072144,block_16,0.005898508944716523,cosine_warmup,0.13977544908583903,2048,adamw,12.0,PRUNED
487,0.8842729591836735,2026-04-21 15:24:12.582455,2026-04-21 15:24:29.850535,0 days 00:00:17.268080,block_16,0.09333115825502256,constant,0.37734230157421034,512,adamw,,PRUNED
488,0.8101913265306122,2026-04-21 15:24:30.000265,2026-04-21 15:24:47.325767,0 days 00:00:17.325502,pre_proj,0.030485090626848416,constant,0.3148559803011568,2048,adamw,,PRUNED
489,0.9018239795918368,2026-04-21 15:24:47.483661,2026-04-21 15:25:04.650170,0 days 00:00:17.166509,block_16,0.015952607221992585,constant,0.3007951616397699,1024,adamw,,PRUNED
490,0.9143494897959183,2026-04-21 15:25:04.800680,2026-04-21 15:25:27.564742,0 days 00:00:22.764062,block_16,0.009345705326224175,constant,0.22393574124970356,2048,adamw,,PRUNED
491,0.9026147959183672,2026-04-21 15:25:27.735559,2026-04-21 15:25:44.904127,0 days 00:00:17.168568,block_16,0.06293659731856525,constant,0.19505658666823228,1024,adamw,,PRUNED
492,0.908201530612245,2026-04-21 15:25:45.069435,2026-04-21 15:26:02.251136,0 days 00:00:17.181701,block_16,0.010973648377703291,constant,0.14427897604395323,1024,adamw,,PRUNED
493,0.9071428571428573,2026-04-21 15:26:02.379324,2026-04-21 15:26:19.475682,0 days 00:00:17.096358,block_16,0.028975743355161614,constant,0.29112042775213265,2048,adamw,,PRUNED
494,0.9186989795918368,2026-04-21 15:26:19.633975,2026-04-21 15:26:45.258406,0 days 00:00:25.624431,block_16,0.01152633794993621,constant,0.17841680503314097,2048,adamw,,PRUNED
495,0.8569260204081632,2026-04-21 15:26:45.426780,2026-04-21 15:27:02.599361,0 days 00:00:17.172581,block_20,0.012318152449904795,cosine_warmup,0.018286010833917538,1024,adamw,10.0,PRUNED
496,0.8987882653061225,2026-04-21 15:27:02.746144,2026-04-21 15:27:19.739075,0 days 00:00:16.992931,block_16,0.02597666073518977,constant,0.24990268621308448,1024,adamw,,PRUNED
497,0.9146811224489796,2026-04-21 15:27:19.912535,2026-04-21 15:27:42.675831,0 days 00:00:22.763296,block_16,0.013081298192313653,constant,0.37865816634878297,2048,adamw,,PRUNED
498,0.9149362244897958,2026-04-21 15:27:42.828188,2026-04-21 15:28:08.449696,0 days 00:00:25.621508,block_16,0.05366074783308269,constant,0.187029623681594,2048,adamw,,PRUNED
499,0.833188775510204,2026-04-21 15:28:08.610524,2026-04-21 15:28:25.808695,0 days 00:00:17.198171,block_12,0.08560557848651497,constant,0.23013366944648614,512,adamw,,PRUNED
500,0.909158163265306,2026-04-21 15:28:25.960781,2026-04-21 15:28:43.132650,0 days 00:00:17.171869,block_16,0.02142885993878182,constant,0.19040576124150754,2048,adamw,,PRUNED
501,0.8800510204081632,2026-04-21 15:28:43.303114,2026-04-21 15:29:00.486276,0 days 00:00:17.183162,block_20,0.05727453064148907,cosine_warmup,0.03674441636215389,512,adamw,6.0,PRUNED
