number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
675,0.9347448979591837,2026-04-21 18:50:36.690175,2026-04-21 18:51:06.039025,0 days 00:00:29.348850,0.32893882528841545,block_16,512,0.00013801771226372024,cosine,0.1648285256413809,1024,8,6,adam,,0.002843516307914593,0.8962627551020408,0.9162244897959184,0.9347448979591837,,PRUNED
676,0.9331058673469387,2026-04-21 18:51:06.171916,2026-04-21 18:51:35.552460,0 days 00:00:29.380544,0.5095507156587354,block_16,512,0.00034635350811314036,constant,0.28463663187981075,512,8,9,adam,,1.4613432379583813e-06,0.9087117346938776,0.9331058673469387,,,PRUNED
677,0.9531377551020408,2026-04-21 18:51:35.696955,2026-04-21 18:54:04.578345,0 days 00:02:28.881390,0.5919763754198194,block_16,1024,0.00036686177147205037,cosine,0.15879928091226836,1024,16,13,adam,,0.00700201220607947,0.9198852040816327,0.9366326530612246,0.950829081632653,,COMPLETE
678,0.9143622448979591,2026-04-21 18:54:04.707840,2026-04-21 18:54:34.463381,0 days 00:00:29.755541,0.1421887580375623,block_12,1024,0.00015645350615899875,cosine_warmup,0.5038823941290062,512,2,6,adam,11.0,1.2771532218409904e-05,0.9143622448979591,,,,PRUNED
679,0.8307653061224489,2026-04-21 18:54:34.603801,2026-04-21 18:54:40.956604,0 days 00:00:06.352803,0.5300143208593875,pre_proj,1024,5.501387707323085e-05,cosine,0.25519013336872937,1024,16,8,adam,,0.0009328997439351891,0.8307653061224489,,,,PRUNED
680,0.9455739795918368,2026-04-21 18:54:41.125733,2026-04-21 18:56:04.635869,0 days 00:01:23.510136,0.5966450672129849,block_16,1024,0.00016005272992190508,cosine,0.20908221325189147,256,4,9,adam,,0.007127772576205779,0.9139285714285714,0.9416071428571429,0.9455739795918368,,PRUNED
681,0.9358290816326531,2026-04-21 18:56:04.792750,2026-04-21 18:56:35.663872,0 days 00:00:30.871122,0.2909701772045101,block_16,512,5.390019942781561e-05,cosine,0.528330584263747,128,16,11,adam,,3.900574658243273e-06,0.8819387755102042,0.9192346938775511,0.9358290816326531,,PRUNED
682,0.9512755102040815,2026-04-21 18:56:35.833751,2026-04-21 18:58:43.865952,0 days 00:02:08.032201,0.5516431758730137,block_16,1024,0.00024393072855233712,cosine,0.32178319259935684,1024,16,10,adam,,0.0032627027893041955,0.938125,0.9483545918367347,,,COMPLETE
683,0.8220535714285713,2026-04-21 18:58:43.993494,2026-04-21 18:58:53.118351,0 days 00:00:09.124857,0.5076339745083563,block_16,1024,0.00033246454268790696,cosine,0.10244087105111344,1024,16,16,adam,,0.0030411524913866884,0.8220535714285713,,,,PRUNED
684,0.9114668367346939,2026-04-21 18:58:53.281375,2026-04-21 18:59:05.235323,0 days 00:00:11.953948,0.5620473913860312,block_16,1024,0.00012075942828756242,cosine,0.18057715879215086,512,16,6,adam,,0.0025098637809814047,0.8692984693877551,0.9114668367346939,,,PRUNED
685,0.9458673469387756,2026-04-21 18:59:05.374968,2026-04-21 19:00:27.034921,0 days 00:01:21.659953,0.5086216071112636,block_16,256,0.00032608329527373956,cosine,0.5927938983039087,256,2,11,adam,,0.004785407142400119,0.9346938775510204,0.9458673469387756,,,PRUNED
686,0.8482908163265307,2026-04-21 19:00:27.185618,2026-04-21 19:00:40.400006,0 days 00:00:13.214388,0.494013627025217,block_16,256,0.0004678191879403881,cosine,0.15188062640026573,1024,2,14,adam,,0.00022855061337389323,0.8482908163265307,,,,PRUNED
687,0.593341836734694,2026-04-21 19:00:40.541505,2026-04-21 19:00:46.843842,0 days 00:00:06.302337,0.2995248790647208,block_16,256,5.324853739929131e-05,cosine_warmup,0.5824297016209663,512,8,10,adam,9.0,0.007922364565588246,0.593341836734694,,,,PRUNED
688,0.8473086734693878,2026-04-21 19:00:46.993753,2026-04-21 19:00:53.417597,0 days 00:00:06.423844,0.5820493463285261,block_16,256,2.880955240798416e-05,cosine,0.43578242183738336,1024,4,12,adam,,0.0013797370769322997,0.8473086734693878,,,,PRUNED
689,0.8277168367346939,2026-04-21 19:00:53.576057,2026-04-21 19:01:02.474956,0 days 00:00:08.898899,0.2145439014539717,block_16,2048,2.5317771039307706e-05,constant,0.43056664988895366,512,4,12,adam,,0.0032371521508650697,0.8277168367346939,,,,PRUNED
690,0.8419260204081633,2026-04-21 19:01:02.644863,2026-04-21 19:01:20.126577,0 days 00:00:17.481714,0.27348676743401673,block_16,2048,5.087409965391381e-05,cosine_warmup,0.3938494969918567,256,16,12,adam,8.0,1.1033888334377967e-05,0.8419260204081633,,,,PRUNED
691,0.8844005102040816,2026-04-21 19:01:20.306897,2026-04-21 19:01:33.596966,0 days 00:00:13.290069,0.5669317298008019,block_12,1024,0.000256080279270842,cosine,0.1833205839038023,1024,8,11,adam,,0.00235646509236784,0.8844005102040816,,,,PRUNED
692,0.9265433673469388,2026-04-21 19:01:33.751155,2026-04-21 19:02:08.881462,0 days 00:00:35.130307,0.46318139701629957,block_16,512,0.00015447108722694834,cosine,0.2462332463365584,256,16,14,adam,,0.005884255769964407,0.9086862244897959,0.9265433673469388,,,PRUNED
693,0.7694260204081632,2026-04-21 19:02:09.078866,2026-04-21 19:02:15.301393,0 days 00:00:06.222527,0.5659600593340187,block_16,1024,0.0006240640717013013,cosine,0.2988604644454831,256,8,7,adam,,0.003087488465104586,0.7694260204081632,,,,PRUNED
694,0.9383163265306121,2026-04-21 19:02:15.448878,2026-04-21 19:03:36.972857,0 days 00:01:21.523979,0.5401185928100048,block_16,256,0.00010919315212831515,cosine,0.2655295899940492,1024,16,8,adam,,0.0005562796137499772,0.8942219387755103,0.922716836734694,0.9361862244897959,0.9383163265306121,PRUNED
695,0.9428571428571428,2026-04-21 19:03:37.107238,2026-04-21 19:05:25.116668,0 days 00:01:48.009430,0.19363331042159004,block_16,2048,2.7647092110131396e-05,cosine,0.5766482463716827,1024,8,11,adam,,0.00494110734506052,0.9428571428571428,,,,PRUNED
696,0.8965561224489796,2026-04-21 19:05:25.296055,2026-04-21 19:05:54.625659,0 days 00:00:29.329604,0.41382454531047475,block_16,1024,3.0219613530877642e-05,cosine_warmup,0.560718783294482,512,4,9,adam,10.0,0.002737348170494538,0.8965561224489796,,,,PRUNED
697,0.8336352040816327,2026-04-21 19:05:54.777717,2026-04-21 19:06:01.529246,0 days 00:00:06.751529,0.3068596494248188,block_16,1024,0.00011594547181665255,cosine,0.31265313678630624,64,2,11,adam,,0.007146951603473098,0.8336352040816327,,,,PRUNED
698,0.9505994897959184,2026-04-21 19:06:01.686909,2026-04-21 19:08:11.743218,0 days 00:02:10.056309,0.2407937321532628,block_16,1024,3.412809491501502e-05,cosine,0.3970298225793239,1024,4,11,adam,,0.0044689924108005305,0.9338392857142856,0.9490943877551021,,,COMPLETE
699,0.8553188775510204,2026-04-21 19:08:11.895962,2026-04-21 19:08:25.152975,0 days 00:00:13.257013,0.46701224728578233,pre_proj,1024,2.7407490592023976e-05,cosine,0.17107336899450243,1024,4,11,adam,,7.398497057695292e-05,0.8553188775510204,,,,PRUNED
700,0.8274489795918367,2026-04-21 19:08:25.316215,2026-04-21 19:08:32.854870,0 days 00:00:07.538655,0.36143899629822396,block_16,1024,0.0008448633157979753,cosine_warmup,0.2749212359090751,1024,16,12,adam,6.0,0.0004540944070118506,0.8274489795918367,,,,PRUNED
701,0.8005994897959184,2026-04-21 19:08:33.007250,2026-04-21 19:08:48.747047,0 days 00:00:15.739797,0.06134426321874714,block_16,1024,4.0761510844006634e-05,cosine_warmup,0.3918310868580794,1024,8,15,adam,12.0,0.009498292508395071,0.8005994897959184,,,,PRUNED
702,0.6889795918367346,2026-04-21 19:08:48.916863,2026-04-21 19:09:06.285379,0 days 00:00:17.368516,0.2123012646495473,block_16,2048,1.9061562517717735e-05,cosine_warmup,0.5427733280903327,128,16,12,adam,8.0,7.522555136176624e-06,0.6889795918367346,,,,PRUNED
703,0.9293494897959184,2026-04-21 19:09:06.451154,2026-04-21 19:09:45.383293,0 days 00:00:38.932139,0.48365051779790574,block_20,1024,0.0003588019019830984,cosine,0.2492690123822507,1024,16,14,adam,,0.00496621493004747,0.9101147959183673,0.9293494897959184,,,PRUNED
704,0.7924234693877551,2026-04-21 19:09:45.526621,2026-04-21 19:09:51.802936,0 days 00:00:06.276315,0.5339517975508159,block_16,512,0.0004905498301032112,constant,0.3456783039795035,1024,8,8,adam,,1.2922497708404403e-05,0.7924234693877551,,,,PRUNED
705,0.7923086734693877,2026-04-21 19:09:52.027139,2026-04-21 19:10:00.323007,0 days 00:00:08.295868,0.443710563175269,block_12,1024,8.476489596393296e-05,cosine,0.4537313057266404,512,4,15,adam,,0.009839473176649889,0.7923086734693877,,,,PRUNED
706,0.9083290816326531,2026-04-21 19:10:00.487562,2026-04-21 19:10:14.326471,0 days 00:00:13.838909,0.1749712348273213,block_16,2048,8.494973848519979e-05,cosine,0.5485253430956114,128,16,8,adam,,1.0027655557474725e-06,0.9083290816326531,,,,PRUNED
707,0.8964285714285715,2026-04-21 19:10:14.494167,2026-04-21 19:10:26.714564,0 days 00:00:12.220397,0.26562117031717125,block_12,256,0.00027013838981793304,constant,0.5243379524672089,512,4,11,adam,,0.002678959490152907,0.8964285714285715,,,,PRUNED
708,0.934795918367347,2026-04-21 19:10:26.914236,2026-04-21 19:11:00.876182,0 days 00:00:33.961946,0.5434360726391256,block_20,1024,0.00019402357138223356,cosine,0.10941135141189792,256,16,11,adam,,0.005124543968642267,0.9156760204081633,0.934795918367347,,,PRUNED
709,0.9115561224489795,2026-04-21 19:11:01.059429,2026-04-21 19:11:14.413929,0 days 00:00:13.354500,0.5981447374404513,block_16,1024,9.413061644040859e-05,constant,0.27125850670699453,1024,16,10,adam,,0.007838023004049843,0.8564413265306122,0.9115561224489795,,,PRUNED
710,0.8257780612244898,2026-04-21 19:11:14.567162,2026-04-21 19:11:30.052452,0 days 00:00:15.485290,0.2978447413104059,block_20,2048,1.067113415077618e-05,cosine,0.5174573070969185,128,16,10,adam,,2.8498667889976526e-06,0.8257780612244898,,,,PRUNED
711,0.9315816326530613,2026-04-21 19:11:30.205162,2026-04-21 19:12:00.349027,0 days 00:00:30.143865,0.33118248356757635,block_16,256,7.322992947180964e-05,cosine,0.4494398304902424,512,2,13,adam,,0.002923478423021704,0.9183035714285714,0.9315816326530613,,,PRUNED
712,0.9086607142857143,2026-04-21 19:12:00.487372,2026-04-21 19:12:12.520129,0 days 00:00:12.032757,0.37608821031508777,block_20,1024,0.0004915405121883807,cosine,0.189904983377627,512,4,9,adam,,0.0008205448353150064,0.9086607142857143,,,,PRUNED
713,0.8024489795918368,2026-04-21 19:12:12.732094,2026-04-21 19:12:30.838787,0 days 00:00:18.106693,0.5925940895677138,block_16,2048,0.0006415176044360488,cosine,0.17287974594697084,1024,16,13,adam,,0.0026808860886284955,0.8024489795918368,,,,PRUNED
714,0.9339285714285714,2026-04-21 19:12:30.994729,2026-04-21 19:13:54.114058,0 days 00:01:23.119329,0.43769887750587616,block_20,1024,0.0008766315670681599,cosine,0.30360282563366053,1024,16,9,adam,,0.001187139565397652,0.9339285714285714,,,,PRUNED
715,0.7804336734693879,2026-04-21 19:13:54.271709,2026-04-21 19:14:01.291215,0 days 00:00:07.019506,0.4267033784967842,block_16,256,0.0007247152299916768,cosine,0.1938246362485552,1024,16,14,adam,,0.0029748787928562987,0.7804336734693879,,,,PRUNED
716,0.7694132653061225,2026-04-21 19:14:01.470960,2026-04-21 19:14:07.775432,0 days 00:00:06.304472,0.4455117267416078,pre_proj,256,1.637190548863388e-05,cosine,0.5121982568673049,512,4,10,adam,,0.0002544843676329994,0.7694132653061225,,,,PRUNED
717,0.9305994897959183,2026-04-21 19:14:07.913564,2026-04-21 19:14:37.237268,0 days 00:00:29.323704,0.5657170010622183,block_20,256,0.00023625396692091244,constant,0.41745570232467477,512,2,10,adam,,0.009906994126001423,0.9225510204081633,0.9305994897959183,,,PRUNED
718,0.9518112244897958,2026-04-21 19:14:37.375095,2026-04-21 19:17:06.518116,0 days 00:02:29.143021,0.5451482051712099,block_16,1024,0.0004785873552805391,cosine,0.14722869853365925,512,2,14,adam,,0.007398247075951338,0.9503061224489796,,,,COMPLETE
719,0.7989540816326531,2026-04-21 19:17:06.648758,2026-04-21 19:17:14.129247,0 days 00:00:07.480489,0.5596280227060808,block_16,1024,0.0005521245643572908,cosine,0.19741919135486374,1024,16,12,adam,,0.006080384187683371,0.7989540816326531,,,,PRUNED
720,0.775982142857143,2026-04-21 19:17:14.281907,2026-04-21 19:17:20.409482,0 days 00:00:06.127575,0.4275198778283502,block_16,512,1.3867701515229302e-05,cosine,0.1802619969849628,1024,4,6,adam,,0.0035295855886361017,0.775982142857143,,,,PRUNED
721,0.7172576530612245,2026-04-21 19:17:20.545028,2026-04-21 19:17:28.675995,0 days 00:00:08.130967,0.4061552510464327,block_16,1024,0.0004492237715135432,cosine,0.23213897487561386,512,2,15,adam,,0.004885591064529275,0.7172576530612245,,,,PRUNED
722,0.9314923469387755,2026-04-21 19:17:28.826662,2026-04-21 19:18:00.025593,0 days 00:00:31.198931,0.3169005661199765,block_16,256,8.120012019582074e-05,constant,0.4539562709230824,512,4,14,adam,,0.0007387320922440134,0.889795918367347,0.9192219387755102,0.9314923469387755,,PRUNED
723,0.8812117346938775,2026-04-21 19:18:00.166021,2026-04-21 19:18:40.267037,0 days 00:00:40.101016,0.5973593963629196,pre_proj,1024,8.133746598922785e-05,cosine,0.10933840022546022,512,2,16,adam,,0.0023950401775166626,0.8812117346938775,,,,PRUNED
724,0.9116198979591837,2026-04-21 19:18:40.446185,2026-04-21 19:18:52.300672,0 days 00:00:11.854487,0.4906088997768083,block_20,512,7.842008737115355e-05,cosine,0.447760920451861,256,8,7,adam,,1.534701042460716e-05,0.859732142857143,0.9116198979591837,,,PRUNED
725,0.5111607142857143,2026-04-21 19:18:52.445950,2026-04-21 19:18:58.656383,0 days 00:00:06.210433,0.19171831555904742,block_16,1024,2.0989292721204557e-05,cosine_warmup,0.3446184112945195,256,8,7,adam,10.0,0.00017446504403117194,0.5111607142857143,,,,PRUNED
726,0.7857270408163266,2026-04-21 19:18:58.811200,2026-04-21 19:19:06.536056,0 days 00:00:07.724856,0.42582245043844963,block_20,1024,0.0003857295046201734,cosine,0.24665798888849122,64,2,14,adam,,0.0024035151799852122,0.7857270408163266,,,,PRUNED
727,0.6646173469387755,2026-04-21 19:19:06.715053,2026-04-21 19:19:14.831973,0 days 00:00:08.116920,0.5780263003560998,block_12,1024,0.0005043864756453212,cosine,0.11366632591555986,512,2,15,adam,,0.005419617470586482,0.6646173469387755,,,,PRUNED
728,0.8121173469387756,2026-04-21 19:19:15.040692,2026-04-21 19:19:21.799915,0 days 00:00:06.759223,0.48248035951748186,block_16,2048,1.5268155981835924e-05,cosine,0.14437622903870254,1024,4,8,adam,,6.228837199043223e-05,0.8121173469387756,,,,PRUNED
729,0.9347448979591837,2026-04-21 19:19:21.947321,2026-04-21 19:19:51.154428,0 days 00:00:29.207107,0.37327673219423396,block_16,256,8.222956922199203e-05,cosine,0.3223406417663292,512,2,10,adam,,0.0001460933403515454,0.8929974489795919,0.9233035714285713,0.9347448979591837,,PRUNED
730,0.7929974489795918,2026-04-21 19:19:51.312981,2026-04-21 19:19:59.481830,0 days 00:00:08.168849,0.5983137811617519,block_16,1024,0.00044076700532483156,constant,0.19311282102562471,1024,16,14,adam,,0.006006362271518368,0.7929974489795918,,,,PRUNED
731,0.9456760204081631,2026-04-21 19:19:59.635902,2026-04-21 19:21:20.174666,0 days 00:01:20.538764,0.5250658831333187,block_16,512,0.00028712794753791746,constant,0.36094157286236833,128,16,8,adam,,1.8749659336123568e-06,0.8581505102040817,0.9161479591836734,0.9370918367346939,0.9456760204081631,PRUNED
732,0.6815433673469388,2026-04-21 19:21:20.305005,2026-04-21 19:21:28.169383,0 days 00:00:07.864378,0.4805023277490539,block_16,1024,0.0005111346374973424,cosine_warmup,0.10694256325148452,512,2,14,adam,7.0,0.008107899544499045,0.6815433673469388,,,,PRUNED
733,0.7591964285714285,2026-04-21 19:21:28.329707,2026-04-21 19:21:36.298259,0 days 00:00:07.968552,0.5737965447003178,block_16,1024,0.00029026878520814616,cosine,0.1513360586439679,512,2,14,adam,,0.0007882326310865212,0.7591964285714285,,,,PRUNED
734,0.8858290816326531,2026-04-21 19:21:36.454218,2026-04-21 19:21:48.293270,0 days 00:00:11.839052,0.41052522602478947,block_16,256,8.408837429646378e-05,cosine,0.4911340528108814,128,4,9,adam,,0.007641616716776078,0.8858290816326531,,,,PRUNED
735,0.9203954081632653,2026-04-21 19:21:48.444593,2026-04-21 19:22:22.676199,0 days 00:00:34.231606,0.19752061308685767,block_16,256,5.06625082943048e-05,cosine_warmup,0.34111151590066174,1024,16,15,adam,11.0,2.9035182134310704e-06,0.9203954081632653,,,,PRUNED
736,0.8392091836734694,2026-04-21 19:22:22.845009,2026-04-21 19:22:31.393621,0 days 00:00:08.548612,0.1685204826086458,block_16,1024,1.923519752279885e-05,cosine,0.32303383678764763,1024,8,16,adam,,0.003005173224443055,0.8392091836734694,,,,PRUNED
737,0.905357142857143,2026-04-21 19:22:31.561055,2026-04-21 19:22:43.552811,0 days 00:00:11.991756,0.4822363601402855,block_20,256,9.351554424620168e-05,cosine,0.3600570680249618,1024,2,11,adam,,0.008030335255234342,0.905357142857143,,,,PRUNED
738,0.9424489795918367,2026-04-21 19:22:43.694142,2026-04-21 19:24:21.009344,0 days 00:01:37.315202,0.5402683997624161,block_16,1024,0.0006274335845915185,cosine,0.13452193884567543,256,2,13,adam,,0.0027883741211034772,0.9424489795918367,,,,PRUNED
739,0.92375,2026-04-21 19:24:21.172486,2026-04-21 19:24:52.128843,0 days 00:00:30.956357,0.5533167164076916,block_16,256,2.696885448292108e-05,cosine,0.4250744876691368,512,8,14,adam,,0.003174266519903501,0.92375,,,,PRUNED
740,0.8482015306122449,2026-04-21 19:24:52.271528,2026-04-21 19:25:07.166771,0 days 00:00:14.895243,0.17852813819992835,block_16,2048,0.00013570487456107184,cosine_warmup,0.48507542567709105,512,2,10,adam,9.0,1.3267203650676576e-06,0.8482015306122449,,,,PRUNED
741,0.9236479591836735,2026-04-21 19:25:07.340141,2026-04-21 19:25:36.537481,0 days 00:00:29.197340,0.5381342919728773,block_12,256,0.00022906678826188767,cosine_warmup,0.37547959234453754,256,8,10,adam,4.0,1.2147573004010592e-06,0.9236479591836735,,,,PRUNED
742,0.9511607142857142,2026-04-21 19:25:36.674648,2026-04-21 19:27:32.992642,0 days 00:01:56.317994,0.3715990699798983,block_16,512,9.568376446830063e-05,cosine,0.14695921163246156,1024,16,8,adam,,0.004535952764560141,0.9463392857142856,,,,COMPLETE
743,0.95125,2026-04-21 19:27:33.133756,2026-04-21 19:29:46.949910,0 days 00:02:13.816154,0.36423017165688304,block_16,1024,3.236732185889855e-05,cosine,0.27685311076586727,1024,8,12,adam,,0.0005294910034759965,0.9503698979591837,,,,COMPLETE
744,0.8069579081632653,2026-04-21 19:29:47.074084,2026-04-21 19:29:53.221414,0 days 00:00:06.147330,0.3430448203558039,block_16,1024,0.0006709488885173969,cosine,0.21610796519304487,128,8,7,adam,,0.005631109657904752,0.8069579081632653,,,,PRUNED
745,0.9497831632653061,2026-04-21 19:29:53.361129,2026-04-21 19:31:50.137125,0 days 00:01:56.775996,0.4334338749347038,block_16,256,0.0005565597938399386,cosine,0.4769650243293932,512,2,11,adam,,0.0014192934267370967,0.9478954081632653,,,,COMPLETE
746,0.8291454081632653,2026-04-21 19:31:50.272052,2026-04-21 19:31:56.671761,0 days 00:00:06.399709,0.5076131729354922,block_16,1024,0.00017573687961632968,cosine,0.12259851937646118,256,8,10,adam,,0.004951464501158041,0.8291454081632653,,,,PRUNED
747,0.715860969387755,2026-04-21 19:31:56.822801,2026-04-21 19:32:04.990380,0 days 00:00:08.167579,0.3499238539425906,block_16,2048,0.00046231379826620255,cosine,0.20056054819640523,64,8,11,adam,,0.004241552917073493,0.715860969387755,,,,PRUNED
748,0.7889158163265306,2026-04-21 19:32:05.138741,2026-04-21 19:32:12.586204,0 days 00:00:07.447463,0.5931628388021015,block_16,1024,0.0006357153640686906,cosine,0.15207711769012192,512,4,13,adam,,0.00929393528610933,0.7889158163265306,,,,PRUNED
749,0.5463647959183673,2026-04-21 19:32:12.735195,2026-04-21 19:32:18.857500,0 days 00:00:06.122305,0.32638542222332984,block_12,1024,3.6695018562301503e-05,cosine_warmup,0.49996820337838027,128,8,7,adam,14.0,3.0182008824918928e-05,0.5463647959183673,,,,PRUNED
750,0.9330739795918367,2026-04-21 19:32:18.997235,2026-04-21 19:32:47.785475,0 days 00:00:28.788240,0.46674621101099156,block_16,1024,5.635298730409499e-05,constant,0.26981209479804047,64,4,6,adam,,0.0005174749988089905,0.9091964285714286,0.9330739795918367,,,PRUNED
751,0.8661224489795919,2026-04-21 19:32:47.918221,2026-04-21 19:32:59.853664,0 days 00:00:11.935443,0.5756471723864945,pre_proj,256,0.0003492698104741373,cosine,0.14937045112493644,256,16,11,adam,,0.0033815619376803274,0.8661224489795919,,,,PRUNED
752,0.952283163265306,2026-04-21 19:32:59.983909,2026-04-21 19:34:56.541859,0 days 00:01:56.557950,0.3153663789807747,block_16,1024,0.00021483528078418589,cosine,0.18700624921066097,1024,8,9,adam,,0.009554274281729816,0.8798086734693877,0.922844387755102,0.9375255102040816,0.9501020408163265,COMPLETE
753,0.6728061224489795,2026-04-21 19:34:56.677642,2026-04-21 19:35:04.828482,0 days 00:00:08.150840,0.5517496810690267,block_20,2048,0.0007227512227673728,cosine,0.2398486503323038,512,2,11,adam,,0.004252480556618304,0.6728061224489795,,,,PRUNED
754,0.918686224489796,2026-04-21 19:35:04.985945,2026-04-21 19:35:36.702785,0 days 00:00:31.716840,0.538481303048175,block_16,1024,0.0008161722780367102,cosine,0.17496167493083323,512,2,11,adam,,0.00504425452271075,0.918686224489796,,,,PRUNED
755,0.8288137755102041,2026-04-21 19:35:36.850849,2026-04-21 19:35:42.932362,0 days 00:00:06.081513,0.19743187728433134,block_16,1024,0.0005486107668543715,cosine,0.10506104785578979,64,8,6,adam,,0.004434218360743163,0.8288137755102041,,,,PRUNED
756,0.9323086734693877,2026-04-21 19:35:43.068194,2026-04-21 19:36:11.621155,0 days 00:00:28.552961,0.3891351981182889,block_16,256,0.00026214267979203276,cosine,0.40743863810733427,512,2,7,adam,,0.008534939136013957,0.8844005102040817,0.9217857142857143,0.9323086734693877,,PRUNED
757,0.585140306122449,2026-04-21 19:36:11.760750,2026-04-21 19:36:17.804919,0 days 00:00:06.044169,0.08677870622960127,block_12,256,3.187338467447331e-05,cosine_warmup,0.33338331074591954,512,2,7,adam,8.0,7.794371067599504e-06,0.585140306122449,,,,PRUNED
758,0.7382397959183674,2026-04-21 19:36:17.930320,2026-04-21 19:36:24.111274,0 days 00:00:06.180954,0.293954015781222,block_16,1024,0.00011694590040036161,cosine_warmup,0.22593934588401343,1024,8,8,adam,12.0,0.002838804615156944,0.7382397959183674,,,,PRUNED
759,0.7854719387755102,2026-04-21 19:36:24.243808,2026-04-21 19:36:32.677407,0 days 00:00:08.433599,0.5321415834445414,block_16,1024,0.0004606283335765547,cosine,0.18661228419075568,512,16,15,adam,,0.0044759415495176265,0.7854719387755102,,,,PRUNED
760,0.8644770408163265,2026-04-21 19:36:32.840622,2026-04-21 19:36:44.645933,0 days 00:00:11.805311,0.4700676571746609,pre_proj,512,0.00012843732766087992,constant,0.27828928334791236,128,8,7,adam,,2.2276231991639323e-05,0.8644770408163265,,,,PRUNED
761,0.9525765306122449,2026-04-21 19:36:44.789794,2026-04-21 19:38:46.745561,0 days 00:02:01.955767,0.26674855749031123,block_16,1024,0.00020057571065968882,cosine,0.10165738371254543,1024,8,10,adam,,0.008591885777391891,0.8762372448979592,0.9209693877551021,0.9376658163265306,0.9499744897959184,COMPLETE
762,0.8744387755102041,2026-04-21 19:38:46.880608,2026-04-21 19:38:58.692294,0 days 00:00:11.811686,0.4847433546876868,pre_proj,512,0.0003712412913063114,cosine,0.2473395745612363,256,8,7,adam,,1.0493130707500756e-05,0.8744387755102041,,,,PRUNED
763,0.9475,2026-04-21 19:38:58.829591,2026-04-21 19:40:19.813434,0 days 00:01:20.983843,0.2738225608237398,block_16,1024,0.000150021180283528,cosine,0.1613914364449229,1024,8,9,adam,,0.0031023446773916223,0.9131377551020408,0.9363137755102041,0.9475,,PRUNED
764,0.9451658163265306,2026-04-21 19:40:19.968766,2026-04-21 19:41:40.853949,0 days 00:01:20.885183,0.09234664469687737,block_16,1024,0.0003824526340097131,constant,0.12511017234189392,1024,8,9,adam,,0.001448317110754105,0.9359948979591837,0.9451658163265306,,,PRUNED
765,0.7988392857142856,2026-04-21 19:41:41.014348,2026-04-21 19:41:54.053672,0 days 00:00:13.039324,0.301375835454643,block_16,1024,0.0008262706774432806,constant,0.34524979634684877,1024,8,11,adam,,0.003260258184325767,0.7988392857142856,,,,PRUNED
766,0.8000255102040816,2026-04-21 19:41:54.220652,2026-04-21 19:42:01.357445,0 days 00:00:07.136793,0.18196571185097257,block_12,1024,0.00014648191483712186,cosine,0.2738962340822442,512,8,12,adam,,0.0009774600833900677,0.8000255102040816,,,,PRUNED
767,0.9149489795918367,2026-04-21 19:42:01.518017,2026-04-21 19:42:13.293527,0 days 00:00:11.775510,0.5413055416965761,block_20,1024,4.71819208646249e-05,cosine,0.13992033906511436,1024,4,6,adam,,0.0018495335675491739,0.8559183673469387,0.9149489795918367,,,PRUNED
768,0.9315178571428572,2026-04-21 19:42:13.455217,2026-04-21 19:42:42.506012,0 days 00:00:29.050795,0.18580021136813216,block_16,1024,5.7770856390779164e-05,cosine,0.13701988123180153,64,8,9,adam,,0.002575458937223507,0.9315178571428572,,,,PRUNED
769,0.9276147959183674,2026-04-21 19:42:42.640497,2026-04-21 19:43:20.762545,0 days 00:00:38.122048,0.5027911134400727,block_20,1024,0.00042342355933471036,cosine,0.1488910287282554,512,2,15,adam,,0.004197185456197334,0.9276147959183674,,,,PRUNED
770,0.8435459183673469,2026-04-21 19:43:20.921935,2026-04-21 19:43:27.272317,0 days 00:00:06.350382,0.451025831019178,block_16,256,2.5064330899853056e-05,cosine,0.30840858616735156,128,4,13,adam,,0.001076159678771396,0.8435459183673469,,,,PRUNED
771,0.7838903061224488,2026-04-21 19:43:27.420483,2026-04-21 19:43:34.813539,0 days 00:00:07.393056,0.4310209879750835,block_12,1024,0.0006561837992530434,cosine,0.11536137242739189,1024,16,12,adam,,0.000956784623923292,0.7838903061224488,,,,PRUNED
772,0.7899489795918366,2026-04-21 19:43:34.960828,2026-04-21 19:43:49.527229,0 days 00:00:14.566401,0.5256456676364256,block_16,512,0.000635377886073793,cosine,0.16324023291787434,512,2,16,adam,,0.0007432380033491093,0.7899489795918366,,,,PRUNED
773,0.6940178571428571,2026-04-21 19:43:49.676204,2026-04-21 19:43:57.788363,0 days 00:00:08.112159,0.5466003512020017,block_16,1024,0.000791867213657601,cosine,0.1857679061001617,128,2,15,adam,,0.0014334709412855125,0.6940178571428571,,,,PRUNED
774,0.9289923469387755,2026-04-21 19:43:57.957945,2026-04-21 19:44:34.726215,0 days 00:00:36.768270,0.12481175880885079,block_20,1024,0.0002489260674569187,constant,0.14349142711392626,1024,8,14,adam,,0.005193858275800743,0.8651275510204081,0.917015306122449,0.9289923469387755,,PRUNED
